antecedent,consequent,support,confidence,lift
"{48, 39}",{30},0.104,0.645,1.146
{16},"{49, 30}",0.124,0.243,1.058
{30},"{16, 49}",0.124,0.221,1.041
"{16, 30}",{49},0.124,0.429,1.104
{49},"{16, 30}",0.124,0.32,1.104
"{16, 49}",{30},0.124,0.586,1.041
"{49, 30}",{16},0.124,0.543,1.058
{26},"{49, 30}",0.103,0.25,1.091
{30},"{49, 26}",0.103,0.183,1.115
"{26, 30}",{49},0.103,0.422,1.084
{49},"{26, 30}",0.103,0.265,1.084
"{49, 26}",{30},0.103,0.628,1.115
"{49, 30}",{26},0.103,0.45,1.091
{30},"{32, 49}",0.103,0.182,1.056
{32},"{49, 30}",0.103,0.249,1.086
"{32, 30}",{49},0.103,0.42,1.081
{49},"{32, 30}",0.103,0.264,1.081
"{49, 30}",{32},0.103,0.448,1.086
"{32, 49}",{30},0.103,0.595,1.056
{16},"{26, 30}",0.131,0.255,1.042
{26},"{16, 30}",0.131,0.317,1.094
"{16, 26}",{30},0.131,0.589,1.047
{30},"{16, 26}",0.131,0.232,1.047
"{16, 30}",{26},0.131,0.451,1.094
"{26, 30}",{16},0.131,0.535,1.042
{12},"{16, 30}",0.118,0.324,1.118
{16},"{12, 30}",0.118,0.231,1.074
"{16, 12}",{30},0.118,0.59,1.047
{30},"{16, 12}",0.118,0.21,1.047
"{12, 30}",{16},0.118,0.551,1.074
"{16, 30}",{12},0.118,0.409,1.118
{16},"{46, 30}",0.122,0.238,1.053
{30},"{16, 46}",0.122,0.217,1.103
"{16, 30}",{46},0.122,0.421,1.131
{46},"{16, 30}",0.122,0.328,1.131
"{16, 46}",{30},0.122,0.621,1.103
"{46, 30}",{16},0.122,0.541,1.053
{16},"{32, 30}",0.133,0.259,1.061
{30},"{16, 32}",0.133,0.236,1.056
"{16, 30}",{32},0.133,0.459,1.112
{32},"{16, 30}",0.133,0.323,1.112
"{16, 32}",{30},0.133,0.595,1.056
"{32, 30}",{16},0.133,0.544,1.061
{16},"{30, 39}",0.102,0.198,1.028
{30},"{16, 39}",0.102,0.181,1.064
"{16, 30}",{39},0.102,0.351,1.111
{39},"{16, 30}",0.102,0.322,1.111
"{16, 39}",{30},0.102,0.599,1.064
"{30, 39}",{16},0.102,0.528,1.028
{26},"{46, 30}",0.102,0.248,1.096
{30},"{26, 46}",0.102,0.181,1.132
"{26, 30}",{46},0.102,0.417,1.121
{46},"{26, 30}",0.102,0.274,1.121
"{26, 46}",{30},0.102,0.638,1.132
"{46, 30}",{26},0.102,0.452,1.096
{26},"{32, 30}",0.103,0.249,1.019
{30},"{32, 26}",0.103,0.182,1.074
"{26, 30}",{32},0.103,0.42,1.018
{32},"{26, 30}",0.103,0.249,1.018
"{32, 26}",{30},0.103,0.605,1.074
"{32, 30}",{26},0.103,0.42,1.019
{30},"{32, 46}",0.105,0.186,1.14
{32},"{46, 30}",0.105,0.254,1.124
"{32, 30}",{46},0.105,0.428,1.15
{46},"{32, 30}",0.105,0.281,1.15
"{46, 30}",{32},0.105,0.464,1.124
"{32, 46}",{30},0.105,0.642,1.14
{34},"{48, 44}",0.127,0.198,1.068
{44},"{48, 34}",0.127,0.341,1.077
"{34, 44}",{48},0.127,0.509,1.064
{48},"{34, 44}",0.127,0.266,1.064
"{48, 34}",{44},0.127,0.402,1.077
"{48, 44}",{34},0.127,0.684,1.068
{16},"{34, 44}",0.129,0.251,1.006
{34},"{16, 44}",0.129,0.201,1.028
"{16, 34}",{44},0.129,0.388,1.039
{44},"{16, 34}",0.129,0.345,1.039
"{16, 44}",{34},0.129,0.659,1.028
"{34, 44}",{16},0.129,0.516,1.006
{26},"{34, 44}",0.106,0.257,1.031
{34},"{26, 44}",0.106,0.166,1.056
"{26, 34}",{44},0.106,0.394,1.055
{44},"{26, 34}",0.106,0.284,1.055
"{26, 44}",{34},0.106,0.677,1.056
"{34, 44}",{26},0.106,0.425,1.031
{32},"{34, 44}",0.115,0.278,1.114
{34},"{32, 44}",0.115,0.179,1.091
"{32, 34}",{44},0.115,0.414,1.11
{44},"{32, 34}",0.115,0.308,1.11
"{32, 44}",{34},0.115,0.699,1.091
"{34, 44}",{32},0.115,0.46,1.114
{34},"{48, 49}",0.13,0.204,1.067
{48},"{49, 34}",0.13,0.272,1.074
"{48, 34}",{49},0.13,0.412,1.061
{49},"{48, 34}",0.13,0.336,1.061
"{49, 34}",{48},0.13,0.514,1.074
"{48, 49}",{34},0.13,0.684,1.067
{15},"{48, 34}",0.104,0.342,1.081
{34},"{48, 15}",0.104,0.163,1.048
"{34, 15}",{48},0.104,0.518,1.082
{48},"{34, 15}",0.104,0.218,1.082
"{48, 15}",{34},0.104,0.672,1.048
"{48, 34}",{15},0.104,0.33,1.081
{16},"{48, 34}",0.165,0.321,1.015
{34},"{16, 48}",0.165,0.257,1.038
"{16, 34}",{48},0.165,0.496,1.036
{48},"{16, 34}",0.165,0.344,1.036
"{16, 48}",{34},0.165,0.665,1.038
"{48, 34}",{16},0.165,0.521,1.015
{26},"{48, 34}",0.135,0.328,1.038
{34},"{48, 26}",0.135,0.211,1.032
"{26, 34}",{48},0.135,0.502,1.049
{48},"{26, 34}",0.135,0.283,1.049
"{48, 26}",{34},0.135,0.661,1.032
"{48, 34}",{26},0.135,0.428,1.038
{12},"{48, 34}",0.122,0.333,1.054
{34},"{48, 12}",0.122,0.19,1.045
"{34, 12}",{48},0.122,0.513,1.071
{48},"{34, 12}",0.122,0.254,1.071
"{48, 12}",{34},0.122,0.67,1.045
"{48, 34}",{12},0.122,0.385,1.054
{34},"{48, 42}",0.105,0.164,1.024
{42},"{48, 34}",0.105,0.331,1.047
"{34, 42}",{48},0.105,0.503,1.051
{48},"{34, 42}",0.105,0.22,1.051
"{48, 34}",{42},0.105,0.332,1.047
"{48, 42}",{34},0.105,0.656,1.024
{34},"{48, 46}",0.13,0.203,1.07
{46},"{48, 34}",0.13,0.349,1.105
"{34, 46}",{48},0.13,0.515,1.075
{48},"{34, 46}",0.13,0.272,1.075
"{48, 34}",{46},0.13,0.411,1.105
"{48, 46}",{34},0.13,0.685,1.07
{32},"{48, 34}",0.141,0.341,1.079
{34},"{32, 48}",0.141,0.22,1.075
"{32, 34}",{48},0.141,0.508,1.061
{48},"{32, 34}",0.141,0.294,1.061
"{32, 48}",{34},0.141,0.688,1.075
"{48, 34}",{32},0.141,0.445,1.079
{34},"{48, 39}",0.109,0.171,1.056
{39},"{48, 34}",0.109,0.346,1.095
"{34, 39}",{48},0.109,0.522,1.091
{48},"{34, 39}",0.109,0.229,1.091
"{48, 34}",{39},0.109,0.346,1.095
"{48, 39}",{34},0.109,0.676,1.056
{16},"{49, 34}",0.138,0.269,1.061
{34},"{16, 49}",0.138,0.216,1.016
"{16, 34}",{49},0.138,0.416,1.069
{49},"{16, 34}",0.138,0.355,1.069
"{16, 49}",{34},0.138,0.651,1.016
"{49, 34}",{16},0.138,0.545,1.061
{26},"{49, 34}",0.108,0.262,1.034
{34},"{49, 26}",0.108,0.169,1.028
"{26, 34}",{49},0.108,0.401,1.032
{49},"{26, 34}",0.108,0.278,1.032
"{49, 26}",{34},0.108,0.659,1.028
"{49, 34}",{26},0.108,0.426,1.034
{34},"{49, 46}",0.105,0.165,1.103
{46},"{49, 34}",0.105,0.283,1.117
"{34, 46}",{49},0.105,0.417,1.072
{49},"{34, 46}",0.105,0.271,1.072
"{49, 34}",{46},0.105,0.416,1.117
"{49, 46}",{34},0.105,0.707,1.103
{32},"{49, 34}",0.114,0.277,1.093
{34},"{32, 49}",0.114,0.179,1.034
"{32, 34}",{49},0.114,0.413,1.062
{49},"{32, 34}",0.114,0.294,1.062
"{32, 49}",{34},0.114,0.662,1.034
"{49, 34}",{32},0.114,0.451,1.093
{15},"{16, 34}",0.111,0.363,1.092
{16},"{34, 15}",0.111,0.216,1.071
"{16, 15}",{34},0.111,0.678,1.058
{34},"{16, 15}",0.111,0.173,1.058
"{34, 15}",{16},0.111,0.55,1.071
"{16, 34}",{15},0.111,0.333,1.092
{16},"{26, 34}",0.149,0.29,1.076
{26},"{16, 34}",0.149,0.361,1.086
"{16, 26}",{34},0.149,0.671,1.047
{34},"{16, 26}",0.149,0.232,1.047
"{16, 34}",{26},0.149,0.448,1.086
"{26, 34}",{16},0.149,0.552,1.076
{12},"{16, 34}",0.136,0.372,1.118
{16},"{34, 12}",0.136,0.265,1.114
"{16, 12}",{34},0.136,0.676,1.055
{34},"{16, 12}",0.136,0.212,1.055
"{34, 12}",{16},0.136,0.572,1.114
"{16, 34}",{12},0.136,0.409,1.118
{16},"{34, 42}",0.115,0.224,1.074
{34},"{16, 42}",0.115,0.18,1.06
"{16, 34}",{42},0.115,0.346,1.092
{42},"{16, 34}",0.115,0.363,1.092
"{16, 42}",{34},0.115,0.679,1.06
"{34, 42}",{16},0.115,0.551,1.074
{16},"{34, 46}",0.134,0.261,1.033
{34},"{16, 46}",0.134,0.209,1.065
"{16, 34}",{46},0.134,0.404,1.084
{46},"{16, 34}",0.134,0.36,1.084
"{16, 46}",{34},0.134,0.683,1.065
"{34, 46}",{16},0.134,0.53,1.033
{16},"{32, 34}",0.15,0.293,1.058
{32},"{16, 34}",0.15,0.365,1.097
"{16, 32}",{34},0.15,0.672,1.049
{34},"{16, 32}",0.15,0.235,1.049
"{16, 34}",{32},0.15,0.453,1.097
"{32, 34}",{16},0.15,0.543,1.058
{16},"{34, 39}",0.115,0.224,1.067
{34},"{16, 39}",0.115,0.179,1.055
"{16, 34}",{39},0.115,0.345,1.093
{39},"{16, 34}",0.115,0.363,1.093
"{16, 39}",{34},0.115,0.676,1.055
"{34, 39}",{16},0.115,0.548,1.067
{12},"{26, 34}",0.103,0.282,1.047
{26},"{34, 12}",0.103,0.25,1.052
"{26, 12}",{34},0.103,0.673,1.051
{34},"{26, 12}",0.103,0.161,1.051
"{34, 12}",{26},0.103,0.434,1.052
"{26, 34}",{12},0.103,0.382,1.047
{26},"{34, 46}",0.109,0.265,1.049
{34},"{26, 46}",0.109,0.171,1.067
"{26, 34}",{46},0.109,0.406,1.09
{46},"{26, 34}",0.109,0.294,1.09
"{26, 46}",{34},0.109,0.683,1.067
"{34, 46}",{26},0.109,0.433,1.049
{26},"{32, 34}",0.119,0.289,1.042
{32},"{26, 34}",0.119,0.289,1.07
"{32, 26}",{34},0.119,0.701,1.095
{34},"{32, 26}",0.119,0.186,1.095
"{26, 34}",{32},0.119,0.442,1.07
"{32, 34}",{26},0.119,0.43,1.042
{12},"{34, 46}",0.101,0.276,1.09
{34},"{12, 46}",0.101,0.157,1.076
"{34, 12}",{46},0.101,0.424,1.139
{46},"{34, 12}",0.101,0.271,1.139
"{12, 46}",{34},0.101,0.689,1.076
"{34, 46}",{12},0.101,0.398,1.09
{32},"{34, 46}",0.116,0.281,1.112
{34},"{32, 46}",0.116,0.181,1.111
"{32, 34}",{46},0.116,0.419,1.125
{46},"{32, 34}",0.116,0.312,1.125
"{32, 46}",{34},0.116,0.712,1.111
"{34, 46}",{32},0.116,0.459,1.112
{16},"{48, 49}",0.106,0.206,1.08
{48},"{16, 49}",0.106,0.221,1.041
"{16, 48}",{49},0.106,0.427,1.098
{49},"{16, 48}",0.106,0.272,1.098
"{16, 49}",{48},0.106,0.498,1.041
"{48, 49}",{16},0.106,0.554,1.08
{16},"{48, 26}",0.11,0.214,1.044
{26},"{16, 48}",0.11,0.266,1.074
"{16, 26}",{48},0.11,0.495,1.033
{48},"{16, 26}",0.11,0.229,1.033
"{16, 48}",{26},0.11,0.443,1.074
"{48, 26}",{16},0.11,0.536,1.044
{12},"{16, 48}",0.1,0.275,1.109
{16},"{48, 12}",0.1,0.196,1.076
"{16, 12}",{48},0.1,0.5,1.044
{48},"{16, 12}",0.1,0.21,1.044
"{48, 12}",{16},0.1,0.552,1.076
"{16, 48}",{12},0.1,0.405,1.109
{16},"{32, 48}",0.111,0.217,1.062
{32},"{16, 48}",0.111,0.27,1.089
"{16, 32}",{48},0.111,0.498,1.04
{48},"{16, 32}",0.111,0.233,1.04
"{16, 48}",{32},0.111,0.45,1.089
"{32, 48}",{16},0.111,0.545,1.062
{0},"{18, 34, 14}",0.11,0.386,1.072
{14},"{0, 18, 34}",0.11,0.153,1.114
"{0, 14}","{18, 34}",0.11,0.516,1.107
{18},"{0, 34, 14}",0.11,0.156,1.09
"{0, 18}","{34, 14}",0.11,0.534,1.125
"{18, 14}","{0, 34}",0.11,0.208,1.124
"{0, 18, 14}",{34},0.11,0.693,1.081
{34},"{0, 18, 14}",0.11,0.171,1.081
"{0, 34}","{18, 14}",0.11,0.593,1.124
"{34, 14}","{0, 18}",0.11,0.231,1.125
"{0, 34, 14}",{18},0.11,0.769,1.09
"{18, 34}","{0, 14}",0.11,0.235,1.107
"{0, 18, 34}",{14},0.11,0.799,1.114
"{18, 34, 14}",{0},0.11,0.305,1.072
{1},"{18, 4, 14}",0.125,0.241,1.095
{4},"{1, 18, 14}",0.125,0.315,1.078
"{1, 4}","{18, 14}",0.125,0.586,1.111
{14},"{1, 18, 4}",0.125,0.175,1.068
"{1, 14}","{18, 4}",0.125,0.328,1.128
"{4, 14}","{1, 18}",0.125,0.433,1.119
"{1, 4, 14}",{18},0.125,0.786,1.115
{18},"{1, 4, 14}",0.125,0.177,1.115
"{1, 18}","{4, 14}",0.125,0.323,1.119
"{18, 4}","{1, 14}",0.125,0.431,1.128
"{1, 18, 4}",{14},0.125,0.765,1.068
"{18, 14}","{1, 4}",0.125,0.237,1.111
"{1, 18, 14}",{4},0.125,0.428,1.078
"{18, 4, 14}",{1},0.125,0.569,1.095
{1},"{4, 14, 30}",0.109,0.211,1.145
{4},"{1, 14, 30}",0.109,0.276,1.155
"{1, 4}","{14, 30}",0.109,0.513,1.217
{14},"{1, 4, 30}",0.109,0.153,1.092
"{1, 14}","{4, 30}",0.109,0.286,1.186
"{4, 14}","{1, 30}",0.109,0.379,1.222
"{1, 4, 14}",{30},0.109,0.688,1.221
{30},"{1, 4, 14}",0.109,0.194,1.221
"{1, 30}","{4, 14}",0.109,0.353,1.222
"{4, 30}","{1, 14}",0.109,0.453,1.186
"{1, 4, 30}",{14},0.109,0.783,1.092
"{14, 30}","{1, 4}",0.109,0.26,1.217
"{1, 14, 30}",{4},0.109,0.458,1.155
"{4, 14, 30}",{1},0.109,0.595,1.145
{1},"{34, 4, 14}",0.115,0.221,1.104
{4},"{1, 34, 14}",0.115,0.29,1.092
"{1, 4}","{34, 14}",0.115,0.539,1.135
{14},"{1, 34, 4}",0.115,0.161,1.051
"{1, 14}","{34, 4}",0.115,0.301,1.119
"{4, 14}","{1, 34}",0.115,0.398,1.132
"{1, 4, 14}",{34},0.115,0.723,1.129
{34},"{1, 4, 14}",0.115,0.18,1.129
"{1, 34}","{4, 14}",0.115,0.327,1.132
"{34, 4}","{1, 14}",0.115,0.428,1.119
"{1, 34, 4}",{14},0.115,0.753,1.051
"{34, 14}","{1, 4}",0.115,0.242,1.135
"{1, 34, 14}",{4},0.115,0.433,1.092
"{34, 4, 14}",{1},0.115,0.574,1.104
{1},"{18, 4, 30}",0.102,0.196,1.139
{4},"{1, 18, 30}",0.102,0.257,1.144
"{1, 4}","{18, 30}",0.102,0.478,1.205
{18},"{1, 4, 30}",0.102,0.145,1.036
"{1, 18}","{4, 30}",0.102,0.264,1.092
"{18, 4}","{1, 30}",0.102,0.352,1.135
"{1, 18, 4}",{30},0.102,0.624,1.109
{30},"{1, 18, 4}",0.102,0.181,1.109
"{1, 30}","{18, 4}",0.102,0.329,1.135
"{4, 30}","{1, 18}",0.102,0.423,1.092
"{1, 4, 30}",{18},0.102,0.73,1.036
"{18, 30}","{1, 4}",0.102,0.257,1.205
"{1, 18, 30}",{4},0.102,0.454,1.144
"{18, 4, 30}",{1},0.102,0.592,1.139
{1},"{18, 4, 34}",0.12,0.23,1.127
{4},"{1, 18, 34}",0.12,0.302,1.116
"{1, 4}","{18, 34}",0.12,0.561,1.203
{18},"{1, 34, 4}",0.12,0.17,1.112
"{1, 18}","{34, 4}",0.12,0.309,1.149
"{18, 4}","{1, 34}",0.12,0.413,1.172
"{1, 18, 4}",{34},0.12,0.733,1.144
{34},"{1, 18, 4}",0.12,0.187,1.144
"{1, 34}","{18, 4}",0.12,0.34,1.172
"{34, 4}","{1, 18}",0.12,0.445,1.149
"{1, 34, 4}",{18},0.12,0.784,1.112
"{18, 34}","{1, 4}",0.12,0.257,1.203
"{1, 18, 34}",{4},0.12,0.443,1.116
"{18, 4, 34}",{1},0.12,0.586,1.127
{1},"{34, 4, 30}",0.101,0.195,1.167
{4},"{1, 34, 30}",0.101,0.256,1.197
"{1, 4}","{34, 30}",0.101,0.475,1.291
{30},"{1, 34, 4}",0.101,0.18,1.178
"{1, 30}","{34, 4}",0.101,0.327,1.215
"{4, 30}","{1, 34}",0.101,0.42,1.193
"{1, 4, 30}",{34},0.101,0.726,1.133
{34},"{1, 4, 30}",0.101,0.158,1.133
"{1, 34}","{4, 30}",0.101,0.288,1.193
"{34, 4}","{1, 30}",0.101,0.377,1.215
"{1, 34, 4}",{30},0.101,0.664,1.178
"{34, 30}","{1, 4}",0.101,0.276,1.291
"{1, 34, 30}",{4},0.101,0.475,1.197
"{34, 4, 30}",{1},0.101,0.607,1.167
{1},"{18, 6, 14}",0.165,0.318,1.099
{6},"{1, 18, 14}",0.165,0.314,1.072
"{1, 6}","{18, 14}",0.165,0.582,1.104
{14},"{1, 18, 6}",0.165,0.231,1.061
"{1, 14}","{18, 6}",0.165,0.433,1.135
"{6, 14}","{1, 18}",0.165,0.427,1.103
"{1, 6, 14}",{18},0.165,0.773,1.096
{18},"{1, 6, 14}",0.165,0.235,1.096
"{1, 18}","{6, 14}",0.165,0.428,1.103
"{18, 6}","{1, 14}",0.165,0.434,1.135
"{1, 18, 6}",{14},0.165,0.761,1.061
"{18, 14}","{1, 6}",0.165,0.314,1.104
"{1, 18, 14}",{6},0.165,0.566,1.072
"{18, 6, 14}",{1},0.165,0.571,1.099
{1},"{19, 6, 14}",0.128,0.246,1.118
{6},"{1, 19, 14}",0.128,0.243,1.105
"{1, 6}","{19, 14}",0.128,0.451,1.128
{14},"{1, 19, 6}",0.128,0.179,1.072
"{1, 14}","{19, 6}",0.128,0.335,1.124
"{6, 14}","{1, 19}",0.128,0.33,1.146
"{1, 6, 14}",{19},0.128,0.598,1.109
{19},"{1, 6, 14}",0.128,0.237,1.109
"{1, 19}","{6, 14}",0.128,0.444,1.146
"{19, 6}","{1, 14}",0.128,0.43,1.124
"{1, 19, 6}",{14},0.128,0.768,1.072
"{19, 14}","{1, 6}",0.128,0.321,1.128
"{1, 19, 14}",{6},0.128,0.583,1.105
"{19, 6, 14}",{1},0.128,0.581,1.118
{1},"{14, 30, 6}",0.137,0.263,1.122
{6},"{1, 30, 14}",0.137,0.259,1.085
"{1, 6}","{30, 14}",0.137,0.481,1.143
{14},"{1, 30, 6}",0.137,0.191,1.094
"{1, 14}","{30, 6}",0.137,0.358,1.168
"{6, 14}","{1, 30}",0.137,0.353,1.138
"{1, 6, 14}",{30},0.137,0.639,1.134
{30},"{1, 6, 14}",0.137,0.243,1.134
"{1, 30}","{6, 14}",0.137,0.441,1.138
"{6, 30}","{1, 14}",0.137,0.446,1.168
"{1, 6, 30}",{14},0.137,0.784,1.094
"{14, 30}","{1, 6}",0.137,0.325,1.143
"{1, 14, 30}",{6},0.137,0.573,1.085
"{30, 6, 14}",{1},0.137,0.583,1.122
{1},"{34, 6, 14}",0.155,0.299,1.128
{6},"{1, 34, 14}",0.155,0.295,1.11
"{1, 6}","{34, 14}",0.155,0.547,1.152
{14},"{1, 34, 6}",0.155,0.217,1.078
"{1, 14}","{34, 6}",0.155,0.407,1.155
"{6, 14}","{1, 34}",0.155,0.401,1.139
"{1, 6, 14}",{34},0.155,0.726,1.133
{34},"{1, 6, 14}",0.155,0.243,1.133
"{1, 34}","{6, 14}",0.155,0.442,1.139
"{34, 6}","{1, 14}",0.155,0.441,1.155
"{1, 34, 6}",{14},0.155,0.773,1.078
"{34, 14}","{1, 6}",0.155,0.327,1.152
"{1, 34, 14}",{6},0.155,0.585,1.11
"{34, 6, 14}",{1},0.155,0.586,1.128
{1},"{48, 6, 14}",0.112,0.215,1.109
{6},"{48, 1, 14}",0.112,0.212,1.086
"{1, 6}","{48, 14}",0.112,0.393,1.104
{14},"{48, 1, 6}",0.112,0.156,1.105
"{1, 14}","{48, 6}",0.112,0.293,1.143
"{6, 14}","{48, 1}",0.112,0.288,1.132
"{1, 6, 14}",{48},0.112,0.522,1.09
{48},"{1, 6, 14}",0.112,0.233,1.09
"{48, 1}","{6, 14}",0.112,0.439,1.132
"{48, 6}","{1, 14}",0.112,0.437,1.143
"{48, 1, 6}",{14},0.112,0.792,1.105
"{48, 14}","{1, 6}",0.112,0.314,1.104
"{48, 1, 14}",{6},0.112,0.573,1.086
"{48, 6, 14}",{1},0.112,0.577,1.109
{1},"{16, 6, 14}",0.12,0.23,1.105
{6},"{16, 1, 14}",0.12,0.227,1.091
"{1, 6}","{16, 14}",0.12,0.421,1.11
{14},"{16, 1, 6}",0.12,0.167,1.057
"{1, 14}","{16, 6}",0.12,0.314,1.127
"{6, 14}","{16, 1}",0.12,0.309,1.113
"{1, 6, 14}",{16},0.12,0.559,1.09
{16},"{1, 6, 14}",0.12,0.233,1.09
"{16, 1}","{6, 14}",0.12,0.431,1.113
"{16, 6}","{1, 14}",0.12,0.43,1.127
"{16, 1, 6}",{14},0.12,0.757,1.057
"{16, 14}","{1, 6}",0.12,0.315,1.11
"{16, 1, 14}",{6},0.12,0.575,1.091
"{16, 6, 14}",{1},0.12,0.574,1.105
{1},"{18, 19, 6}",0.13,0.25,1.125
{6},"{1, 18, 19}",0.13,0.246,1.104
"{1, 6}","{18, 19}",0.13,0.457,1.142
{18},"{1, 19, 6}",0.13,0.184,1.103
"{1, 18}","{19, 6}",0.13,0.335,1.124
"{18, 6}","{1, 19}",0.13,0.34,1.179
"{1, 18, 6}",{19},0.13,0.597,1.106
{19},"{1, 18, 6}",0.13,0.241,1.106
"{1, 19}","{18, 6}",0.13,0.45,1.179
"{19, 6}","{1, 18}",0.13,0.435,1.124
"{1, 19, 6}",{18},0.13,0.778,1.103
"{18, 19}","{1, 6}",0.13,0.325,1.142
"{1, 18, 19}",{6},0.13,0.582,1.104
"{18, 19, 6}",{1},0.13,0.585,1.125
{1},"{18, 6, 30}",0.129,0.249,1.124
{6},"{1, 18, 30}",0.129,0.245,1.091
"{1, 6}","{18, 30}",0.129,0.455,1.148
{18},"{1, 6, 30}",0.129,0.184,1.052
"{1, 18}","{6, 30}",0.129,0.334,1.091
"{18, 6}","{1, 30}",0.129,0.339,1.094
"{1, 18, 6}",{30},0.129,0.595,1.057
{30},"{1, 18, 6}",0.129,0.23,1.057
"{1, 30}","{18, 6}",0.129,0.418,1.094
"{6, 30}","{1, 18}",0.129,0.422,1.091
"{1, 6, 30}",{18},0.129,0.742,1.052
"{18, 30}","{1, 6}",0.129,0.326,1.148
"{1, 18, 30}",{6},0.129,0.576,1.091
"{18, 6, 30}",{1},0.129,0.584,1.124
{1},"{18, 34, 6}",0.156,0.3,1.144
{6},"{1, 18, 34}",0.156,0.295,1.092
"{1, 6}","{18, 34}",0.156,0.548,1.175
{18},"{1, 34, 6}",0.156,0.221,1.098
"{1, 18}","{34, 6}",0.156,0.403,1.143
"{18, 6}","{1, 34}",0.156,0.408,1.16
"{1, 18, 6}",{34},0.156,0.716,1.118
{34},"{1, 18, 6}",0.156,0.243,1.118
"{1, 34}","{18, 6}",0.156,0.443,1.16
"{34, 6}","{1, 18}",0.156,0.442,1.143
"{1, 34, 6}",{18},0.156,0.774,1.098
"{18, 34}","{1, 6}",0.156,0.334,1.175
"{1, 18, 34}",{6},0.156,0.576,1.092
"{18, 34, 6}",{1},0.156,0.595,1.144
{1},"{48, 18, 6}",0.109,0.21,1.102
{6},"{48, 1, 18}",0.109,0.207,1.067
"{1, 6}","{48, 18}",0.109,0.384,1.104
{18},"{48, 1, 6}",0.109,0.155,1.096
"{1, 18}","{48, 6}",0.109,0.282,1.101
"{18, 6}","{48, 1}",0.109,0.286,1.123
"{1, 18, 6}",{48},0.109,0.502,1.047
{48},"{1, 18, 6}",0.109,0.228,1.047
"{48, 1}","{18, 6}",0.109,0.429,1.123
"{48, 6}","{1, 18}",0.109,0.426,1.101
"{48, 1, 6}",{18},0.109,0.773,1.096
"{48, 18}","{1, 6}",0.109,0.314,1.104
"{48, 1, 18}",{6},0.109,0.563,1.067
"{48, 18, 6}",{1},0.109,0.573,1.102
{1},"{16, 18, 6}",0.122,0.234,1.147
{6},"{16, 1, 18}",0.122,0.231,1.104
"{1, 6}","{16, 18}",0.122,0.428,1.162
{16},"{1, 18, 6}",0.122,0.237,1.091
"{16, 1}","{18, 6}",0.122,0.439,1.149
"{16, 6}","{1, 18}",0.122,0.438,1.131
"{16, 1, 6}",{18},0.122,0.77,1.092
{18},"{16, 1, 6}",0.122,0.173,1.092
"{1, 18}","{16, 6}",0.122,0.315,1.131
"{18, 6}","{16, 1}",0.122,0.319,1.149
"{1, 18, 6}",{16},0.122,0.56,1.091
"{16, 18}","{1, 6}",0.122,0.33,1.162
"{16, 1, 18}",{6},0.122,0.582,1.104
"{16, 18, 6}",{1},0.122,0.596,1.147
{1},"{32, 18, 6}",0.105,0.202,1.148
{6},"{32, 1, 18}",0.105,0.199,1.133
"{1, 6}","{32, 18}",0.105,0.37,1.218
{18},"{32, 1, 6}",0.105,0.149,1.131
"{1, 18}","{32, 6}",0.105,0.272,1.159
"{18, 6}","{32, 1}",0.105,0.275,1.221
"{1, 18, 6}",{32},0.105,0.483,1.171
{32},"{1, 18, 6}",0.105,0.255,1.171
"{32, 1}","{18, 6}",0.105,0.466,1.221
"{32, 6}","{1, 18}",0.105,0.449,1.159
"{32, 1, 6}",{18},0.105,0.797,1.131
"{32, 18}","{1, 6}",0.105,0.346,1.218
"{32, 1, 18}",{6},0.105,0.598,1.133
"{32, 18, 6}",{1},0.105,0.597,1.148
{1},"{19, 6, 30}",0.103,0.199,1.113
{6},"{1, 19, 30}",0.103,0.196,1.109
"{1, 6}","{19, 30}",0.103,0.364,1.15
{19},"{1, 6, 30}",0.103,0.192,1.099
"{1, 19}","{6, 30}",0.103,0.359,1.17
"{19, 6}","{1, 30}",0.103,0.347,1.119
"{1, 19, 6}",{30},0.103,0.62,1.101
{30},"{1, 19, 6}",0.103,0.184,1.101
"{1, 30}","{19, 6}",0.103,0.334,1.119
"{6, 30}","{1, 19}",0.103,0.337,1.17
"{1, 6, 30}",{19},0.103,0.593,1.099
"{19, 30}","{1, 6}",0.103,0.327,1.15
"{1, 19, 30}",{6},0.103,0.585,1.109
"{19, 6, 30}",{1},0.103,0.578,1.113
{1},"{34, 19, 6}",0.121,0.232,1.138
{6},"{1, 34, 19}",0.121,0.229,1.127
"{1, 6}","{34, 19}",0.121,0.425,1.181
{19},"{1, 34, 6}",0.121,0.224,1.113
"{1, 19}","{34, 6}",0.121,0.419,1.189
"{19, 6}","{1, 34}",0.121,0.405,1.15
"{1, 19, 6}",{34},0.121,0.724,1.13
{34},"{1, 19, 6}",0.121,0.189,1.13
"{1, 34}","{19, 6}",0.121,0.343,1.15
"{34, 6}","{1, 19}",0.121,0.343,1.189
"{1, 34, 6}",{19},0.121,0.6,1.113
"{34, 19}","{1, 6}",0.121,0.336,1.181
"{1, 34, 19}",{6},0.121,0.594,1.127
"{34, 19, 6}",{1},0.121,0.592,1.138
{1},"{34, 6, 30}",0.124,0.239,1.152
{6},"{1, 34, 30}",0.124,0.236,1.105
"{1, 6}","{34, 30}",0.124,0.438,1.19
{30},"{1, 34, 6}",0.124,0.221,1.098
